page_id,name,SPECIES,ALIGN,EYE,HAIR,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,Secret Identity,Public Identity,No Dual Identity,Male Characters,Female Characters,Agender Characters,Genderfluid Characters
565078,Coyote ,Earth-616),Bad Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,4,43811,2012,1,0,0,1,0,0,0
511448,Dex ,Omaha) ,Bad Characters,,Grey Hair,Heterosexual Characters,Living Characters,1,43745,2007,0,1,0,1,0,0,0
683447,Brie Larmer ,Earth-616),Good Characters,Yellow Eyes,Blond Hair,Heterosexual Characters,Living Characters,4,43470,2005,0,1,0,0,1,0,0
593979,Chameleon ,Artificial Mutant) ,Neutral Characters,Green Eyes,Bald,Heterosexual Characters,Deceased Characters,2,43533,2009,1,0,0,1,0,0,0
85041,Boneyard ,Earth-616),Neutral Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,2,34029,1993,1,0,0,0,1,0,0
16705,Vincente Cimetta ,Earth-616),Bad Characters,Yellow Eyes,Bald,Heterosexual Characters,Living Characters,4,35096,1996,1,0,0,1,0,0,0
340336,Roger Juniper ,Earth-616),Good Characters,Brown Eyes,Blond Hair,Heterosexual Characters,Deceased Characters,1,35674,1997,0,1,0,1,0,0,0
16600,Yi Yang ,Earth-616),Bad Characters,Green Eyes,Black Hair,Heterosexual Characters,Living Characters,15,29007,1979,0,0,1,0,1,0,0
273372,SecBots ,Earth-616),Bad Characters,Green Eyes,Blond Hair,Heterosexual Characters,Living Characters,1,31168,1985,0,1,0,0,1,0,0
706602,Jim ,A.I.M.) ,Bad Characters,Blue Eyes,Grey Hair,Heterosexual Characters,Living Characters,1,32264,1988,1,0,0,1,0,0,0
34975,Bast ,Goddess) ,Neutral Characters,Green Eyes,Black Hair,Heterosexual Characters,Living Characters,18,24289,1966,0,0,1,0,1,0,0
3333,Samuel Smithers ,Earth-616),Bad Characters,Green Eyes,Grey Hair,Heterosexual Characters,,73,23285,1963,0,1,0,1,0,0,0
529326,Phil Donahue ,Earth-616),Neutral Characters,Brown Eyes,White Hair,Heterosexual Characters,Living Characters,1,34274,1993,0,1,0,1,0,0,0
579223,Robert Harras ,Earth-616),Bad Characters,Green Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,32417,1988,0,1,0,1,0,0,0
16262,Beldame ,Earth-616),Bad Characters,Brown Eyes,Purple Hair,Heterosexual Characters,,3,36739,2000,1,0,0,0,1,0,0
248893,Cecily Johnson ,Earth-616),Good Characters,,Brown Hair,Heterosexual Characters,Living Characters,1,43714,2006,1,0,0,0,1,0,0
2060,Moira Kinross ,Earth-616),Good Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,259,27729,1975,0,0,1,0,1,0,0
522591,Senator Mushbell ,Earth-616),Bad Characters,Brown Eyes,White Hair,Heterosexual Characters,Living Characters,2,17046,1946,0,1,0,1,0,0,0
299029,Colonel Klaue ,Earth-616),Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,11,24504,1967,1,0,0,1,0,0,0
259161,Victor Prazniki ,Earth-616),Good Characters,Violet Eyes,Grey Hair,Heterosexual Characters,Living Characters,4,35096,1996,0,1,0,1,0,0,0
19530,David Lowell ,Earth-616),Neutral Characters,Green Eyes,Blond Hair,Heterosexual Characters,Living Characters,4,35612,1997,1,0,0,1,0,0,0
197638,Visage ,Earth-616),Bad Characters,Black Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,43564,2009,0,1,0,0,1,0,0
705574,Ricky Lambert Martinson ,Earth-616),Bad Characters,Yellow Eyeballs,Brown Hair,Heterosexual Characters,Living Characters,1,27607,1975,1,0,0,1,0,0,0
691421,Agent Red ,Earth-616),Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Deceased Characters,2,36861,2000,1,0,0,1,0,0,0
558079,Kalee Batrei ,Earth-616),Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,1,33359,1991,0,1,0,0,1,0,0
480911,Sutekh ,Earth-616),Bad Characters,Red Eyes,Bald,Heterosexual Characters,Deceased Characters,2,34547,1994,0,0,1,1,0,0,0
675855,Willis Gottfried ,Earth-616),,Blue Eyes,Blond Hair,Heterosexual Characters,Living Characters,2,35977,1998,1,0,0,1,0,0,0
1143,Barrage ,Earth-616),Bad Characters,Yellow Eyeballs,Purple Hair,Heterosexual Characters,Deceased Characters,14,33329,1991,0,1,0,1,0,0,0
1169,Bi-Beast ,Duplicate) ,Bad Characters,Black Eyes,No Hair,Heterosexual Characters,Living Characters,26,28338,1977,1,0,0,1,0,0,0
292357,Thor Odinson ,Skrull) ,Bad Characters,Green Eyes,Blond Hair,Heterosexual Characters,Deceased Characters,6,43624,2008,1,0,0,1,0,0,0
288876,Morel ,Earth-616),Good Characters,Blue Eyes,Blond Hair,Heterosexual Characters,Living Characters,2,34001,1993,0,1,0,1,0,0,0
296376,James Howlett ,War Skrull) ,Bad Characters,Yellow Eyes,,Heterosexual Characters,Deceased Characters,1,33390,1991,1,0,0,1,0,0,0
36940,Sister Nil ,Earth-616),Bad Characters,Black Eyes,Black Hair,Heterosexual Characters,Living Characters,14,34304,1993,0,0,1,0,1,0,0
34314,Makeshift ,Heroes Reborn) ,Neutral Characters,Hazel Eyes,No Hair,Heterosexual Characters,Living Characters,4,43498,2002,0,1,0,0,1,0,0
190804,Armand Jones ,Earth-616),Bad Characters,Brown Eyes,Bald,Heterosexual Characters,Living Characters,1,33147,1990,1,0,0,1,0,0,0
24604,Korath-Thak ,Earth-616),Bad Characters,Blue Eyes,Bald,Heterosexual Characters,Deceased Characters,18,33664,1992,0,1,0,1,0,0,0
485748,Hercules ,Empowered Marvel Boy) ,Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,1,15766,1943,1,0,0,1,0,0,0
16425,Fader ,Earth-616),Neutral Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,2,43587,2002,0,1,0,1,0,0,0
633011,Michael Powell ,Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,29,33298,1991,0,1,0,1,0,0,0
321460,Montgomery Burns ,Earth-616),Good Characters,Yellow Eyeballs,Bald,Heterosexual Characters,Living Characters,21,35612,1997,0,0,1,1,0,0,0
477315,Admiral Nippo ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,1,15493,1942,0,1,0,1,0,0,0
688738,Anton Aubuisson ,Earth-616),Bad Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,1,43505,2009,0,0,1,1,0,0,0
655072,Shogo Lee ,Earth-616),Neutral Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,19,32264,1988,0,0,1,1,0,0,0
677560,Gwyneth ,Earth-616),Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Deceased Characters,3,36100,1998,0,1,0,0,1,0,0
530262,Oculus ,Earth-616),Neutral Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,1,35674,1997,1,0,0,1,0,0,0
282401,Roc ,Earth-616),Bad Characters,Yellow Eyeballs,Pink Hair,Heterosexual Characters,Living Characters,1,43654,2008,1,0,0,1,0,0,0
289299,Pro-Rata ,Earth-616),Bad Characters,Blue Eyes,,Heterosexual Characters,Living Characters,5,27760,1976,1,0,0,1,0,0,0
610209,Source ,Sentinel) ,Neutral Characters,Violet Eyes,Grey Hair,Heterosexual Characters,Living Characters,2,35370,1996,1,0,0,1,0,0,0
1219,Bloodscream ,Earth-616),Bad Characters,Black Eyes,White Hair,Heterosexual Characters,Living Characters,25,32540,1989,1,0,0,1,0,0,0
738646,Cloud Runner ,Earth-616),Bad Characters,Red Eyes,Blond Hair,Heterosexual Characters,Living Characters,1,43808,2009,1,0,0,1,0,0,0
18795,Idnar ,Earth-616),Bad Characters,Yellow Eyes,Blond Hair,Heterosexual Characters,Living Characters,1,33695,1992,1,0,0,1,0,0,0
697490,Vassily Ilyich Ulyanov ,Earth-616),Bad Characters,Brown Eyes,Blond Hair,Heterosexual Characters,Living Characters,5,43773,2004,0,1,0,1,0,0,0
642312,Stinky ,Earth-616),Bad Characters,Blue Eyes,No Hair,Heterosexual Characters,Living Characters,4,35977,1998,0,0,1,1,0,0,0
570230,Ben Goldendawn ,Earth-616),Good Characters,White Eyes,Black Hair,Heterosexual Characters,Living Characters,4,43781,2012,1,0,0,1,0,0,0
298132,Ferret ,Warpies) ,Neutral Characters,Yellow Eyes,Brown Hair,Heterosexual Characters,Living Characters,2,34060,1993,1,0,0,1,0,0,0
32540,Delphan Brothers ,Earth-616),Good Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,5,28246,1977,1,0,0,1,0,0,0
419007,Wyatt Sobel ,Earth-616),Neutral Characters,Brown Eyes,Bald,Heterosexual Characters,Living Characters,5,43679,2002,1,0,0,1,0,0,0
699063,Mr. Schlickeisen ,Earth-616),Bad Characters,Violet Eyes,Black Hair,Heterosexual Characters,Living Characters,4,32264,1988,0,1,0,1,0,0,0
515317,Smith ,Earth-616),Bad Characters,Blue Eyes,White Hair,Heterosexual Characters,Living Characters,1,23712,1964,0,0,1,1,0,0,0
727017,Gil ,Earth-616),Neutral Characters,White Eyes,Brown Hair,Heterosexual Characters,Living Characters,5,32264,1988,0,0,1,1,0,0,0
16061,Lionel Jeffries ,Earth-616),Bad Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,12,31413,1986,1,0,0,1,0,0,0
127001,Matriarch ,UCT) ,Bad Characters,Yellow Eyeballs,Brown Hair,Heterosexual Characters,Living Characters,22,27426,1975,1,0,0,0,1,0,0
1277,Willard Weir ,Earth-616),Bad Characters,Red Eyes,Black Hair,Heterosexual Characters,Living Characters,16,25569,1970,0,0,1,1,0,0,0
29097,Jerome Hamilton ,Battleaxe) ,Bad Characters,Black Eyes,Black Hair,Heterosexual Characters,Living Characters,2,32568,1989,1,0,0,1,0,0,0
725490,Bruno Karnelli ,Earth-616),Bad Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,2,43532,2008,0,1,0,1,0,0,0
16806,Bill Astin ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,1,36039,1998,1,0,0,1,0,0,0
666123,Tristan ,Street Arabs) ,Good Characters,Blue Eyes,Bald,Heterosexual Characters,Living Characters,6,43623,2007,1,0,0,1,0,0,0
457247,Hugo Travis ,Earth-616),Good Characters,Brown Eyes,White Hair,Heterosexual Characters,Living Characters,5,28034,1976,0,0,1,1,0,0,0
186673,Se\u00f1or Muerte ,Terrorist) ,Bad Characters,Yellow Eyeballs,Bald,Heterosexual Characters,Living Characters,1,32874,1990,1,0,0,1,0,0,0
455199,Victoria Donnely ,Earth-616),Good Characters,Yellow Eyes,Blond Hair,Heterosexual Characters,Living Characters,2,36557,2000,1,0,0,0,1,0,0
16001,Henry Croft ,Earth-616),Good Characters,Blue Eyes,White Hair,Heterosexual Characters,Living Characters,7,27030,1974,0,1,0,1,0,0,0
485623,Althea Green ,Earth-616),Good Characters,Black Eyes,Brown Hair,Heterosexual Characters,Living Characters,5,43776,2007,0,0,1,0,1,0,0
745850,Status Quo ,Earth-616),Bad Characters,Violet Eyes,Black Hair,Heterosexual Characters,Living Characters,1,29434,1980,1,0,0,1,0,0,0
18487,Faysal Al-Tariq ,Earth-616),Bad Characters,Yellow Eyes,Purple Hair,Heterosexual Characters,Living Characters,2,43679,2002,1,0,0,1,0,0,0
302657,Ace ,G.R.A.M.P.A) ,Good Characters,Blue Eyes,Purple Hair,Heterosexual Characters,Living Characters,4,43471,2006,1,0,0,1,0,0,0
2401,Edward Whelan ,Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,73,30164,1982,1,0,0,1,0,0,0
484592,Erica von Kampf ,Earth-616),Bad Characters,Green Eyes,Blond Hair,Heterosexual Characters,Living Characters,2,15676,1942,0,1,0,0,1,0,0
601536,Sargent O'Hooligan ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,,19360,1953,0,1,0,1,0,0,0
555855,Joe Spencer ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,,36495,1999,0,1,0,1,0,0,0
292644,Ranald Jeffries ,Earth-616),Good Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,12,34425,1994,0,0,1,1,0,0,0
490364,Digger ,Nowhere) ,Good Characters,,Grey Hair,Heterosexual Characters,Living Characters,1,15950,1943,1,0,0,1,0,0,0
499949,Homer Tully ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Deceased Characters,3,43468,2003,1,0,0,1,0,0,0
419225,Gro ,Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Heterosexual Characters,Living Characters,3,43648,2002,1,0,0,0,1,0,0
484106,Lindsay ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,2,43684,2007,0,1,0,1,0,0,0
504198,Joshua Wirtham ,Earth-616),Neutral Characters,Green Eyes,Purple Hair,Heterosexual Characters,Deceased Characters,4,33635,1992,0,1,0,1,0,0,0
71249,Thaddeus P. Longhorn ,Earth-616),Good Characters,Brown Eyes,Bald,Heterosexual Characters,Living Characters,1,28550,1978,0,1,0,1,0,0,0
339694,Devin Touhy ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Deceased Characters,5,43687,2010,1,0,0,1,0,0,0
23598,Lord Samedar ,Earth-616),Good Characters,White Eyes,Blond Hair,Heterosexual Characters,Living Characters,4,29983,1982,0,1,0,1,0,0,0
579620,Alexa Reilly ,Earth-616),Good Characters,Brown Eyes,Red Hair,Heterosexual Characters,Living Characters,6,43717,2009,0,0,1,0,1,0,0
24641,Hodiak ,Earth-616),Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,9,29495,1980,1,0,0,1,0,0,0
70745,Jeremiah ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,5,27515,1975,1,0,0,1,0,0,0
15787,Atleza Langunn ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,5,43710,2002,1,0,0,0,1,0,0
258280,Lepard II ,Earth-616),Good Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,3,33117,1990,0,1,0,1,0,0,0
427057,Haley Blanding ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,1,35612,1997,0,1,0,0,1,0,0
37371,Hollowpoint Ninja ,Earth-616),Good Characters,Red Eyes,Brown Hair,Heterosexual Characters,Living Characters,6,43560,2005,1,0,0,1,0,0,0
611314,Megatu ,Earth-616),Neutral Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,1,43629,2013,1,0,0,1,0,0,0
653708,Moltar ,Earth-616),Good Characters,Black Eyes,Black Hair,Heterosexual Characters,Living Characters,10,30437,1983,0,1,0,1,0,0,0
251262,Virus ,Corman) ,Bad Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,2,43771,2002,1,0,0,1,0,0,0
18180,Markus Ettlinger ,Earth-616),Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,9,33420,1991,1,0,0,1,0,0,0
12232,Lily Cromwell ,Earth-616),Bad Characters,Blue Eyes,Blond Hair,Heterosexual Characters,Living Characters,6,36130,1998,1,0,0,0,1,0,0
709513,Spade Brown ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,1,17777,1948,0,0,1,1,0,0,0
666200,Akeja ,Earth-616),Bad Characters,Brown Eyes,Bald,Heterosexual Characters,Living Characters,2,43534,2010,1,0,0,1,0,0,0
735181,Derek Malloy ,Earth-616),Bad Characters,Hazel Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,3,32264,1988,0,0,1,1,0,0,0
16584,Nanotron,,Good Characters,Brown Eyes,Bald,Heterosexual Characters,Deceased Characters,16,29738,1981,0,1,0,0,1,0,0
288239,Pauline Stratton ,Earth-616),Neutral Characters,Brown Eyes,Blond Hair,Heterosexual Characters,Living Characters,5,32994,1990,0,1,0,0,1,0,0
340334,Emerson Bale ,Earth-616),Good Characters,Brown Eyes,Grey Hair,Heterosexual Characters,Living Characters,7,27851,1976,0,0,1,1,0,0,0
554280,Sigmund Adler ,Earth-616),Good Characters,Brown Eyes,Grey Hair,Heterosexual Characters,Living Characters,1,18019,1949,0,1,0,1,0,0,0
642581,Trigger Bolo ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Deceased Characters,1,14519,1939,0,0,1,1,0,0,0
51084,Morrigan ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Deceased Characters,5,34121,1993,1,0,0,0,1,0,0
17003,Martin Strong ,Earth-616),Bad Characters,Yellow Eyeballs,Bald,Heterosexual Characters,Living Characters,3,34243,1993,1,0,0,1,0,0,0
28302,Damian Tryp Jr. ,Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,3,43502,2006,1,0,0,1,0,0,0
2713,Moondark ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,10,26877,1973,1,0,0,1,0,0,0
489784,Jonathan Torgson ,Earth-616),Bad Characters,Blue Eyes,Bald,Heterosexual Characters,Deceased Characters,1,15919,1943,1,0,0,1,0,0,0
738653,Drowning Shadow ,Earth-616),Bad Characters,Red Eyes,Blond Hair,Heterosexual Characters,Living Characters,1,43475,2010,1,0,0,1,0,0,0
731385,Marta DuBois ,Earth-616),Neutral Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,3,34394,1994,0,0,1,0,1,0,0
503534,Stanley Stewart ,Zombie Clone) ,Bad Characters,Yellow Eyes,No Hair,Heterosexual Characters,Deceased Characters,,43596,2011,1,0,0,1,0,0,0
5512,Phineas Mason ,Earth-616),Neutral Characters,Grey Eyes,White Hair,Heterosexual Characters,Living Characters,62,23132,1963,0,1,0,1,0,0,0
247335,Schizo ,Earth-616),Bad Characters,Red Eyes,Green Hair,Heterosexual Characters,Living Characters,3,34394,1994,1,0,0,0,1,0,0
248818,Smasher III ,Earth-616),Neutral Characters,Yellow Eyes,Blond Hair,Heterosexual Characters,Deceased Characters,1,43655,2009,0,1,0,1,0,0,0
1854,Arnold Brown ,Earth-616),Bad Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,11,23955,1965,1,0,0,1,0,0,0
505347,Sandy York ,Earth-616),Good Characters,Brown Eyes,Blond Hair,Heterosexual Characters,Living Characters,4,28034,1976,0,0,1,1,0,0,0
39480,Terraxia ,Earth-616),Neutral Characters,Black Eyes,Black Hair,Heterosexual Characters,Deceased Characters,3,33482,1991,1,0,0,0,1,0,0
409393,Harry Manners ,Earth-616),Neutral Characters,Variable Eyes,Black Hair,Heterosexual Characters,Deceased Characters,2,35796,1998,1,0,0,1,0,0,0
1127,Balder Odinson ,Earth-616),Good Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,403,22920,1962,1,0,0,1,0,0,0
489882,Inka ,Earth-616),Good Characters,Red Eyes,Black Hair,Heterosexual Characters,,10,43780,2011,1,0,0,0,1,0,0
5830,Dargin Bokk ,Earth-616),Bad Characters,Red Eyes,Black Hair,Heterosexual Characters,Living Characters,9,33878,1992,1,0,0,1,0,0,0
32018,Stewart Ward ,Earth-616),Bad Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,20,36161,1999,1,0,0,1,0,0,0
1690,Gateway ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Deceased Characters,64,32264,1988,1,0,0,1,0,0,0
1197,Thomas Cassidy ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,75,27912,1976,0,1,0,1,0,0,0
116384,Supreme Hydra ,Japanese) ,Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Deceased Characters,1,25020,1968,1,0,0,1,0,0,0
1584,Mikhail Ursus ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,51,29677,1981,1,0,0,1,0,0,0
124827,Margus ,Earth-616),Bad Characters,Brown Eyes,Purple Hair,Heterosexual Characters,Deceased Characters,8,22859,1962,0,0,1,1,0,0,0
40106,Noreen Tanaka ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,4,43560,2005,0,1,0,0,1,0,0
596418,Noel Penrose ,Earth-616),Neutral Characters,Yellow Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,43527,2003,0,1,0,1,0,0,0
115333,Tyros ,Heroes Reborn) ,Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,6,35643,1997,0,1,0,1,0,0,0
400731,William Keller ,Earth-616),Bad Characters,Blue Eyes,Grey Hair,Heterosexual Characters,Living Characters,2,43651,2005,0,1,0,1,0,0,0
683553,Leo Jacobson ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,43596,2011,0,1,0,1,0,0,0
424112,Uranium ,Element) ,Bad Characters,Blue Eyes,No Hair,Heterosexual Characters,Living Characters,1,35735,1997,1,0,0,0,1,0,0
603131,Jonas Hardraker ,Earth-616),Bad Characters,Black Eyes,Red Hair,Heterosexual Characters,Deceased Characters,1,31413,1986,0,1,0,1,0,0,0
342860,Archon ,Earth-616),Good Characters,Brown Eyes,No Hair,Heterosexual Characters,Living Characters,3,43687,2010,1,0,0,1,0,0,0
16562,Ramora ,Earth-616),Bad Characters,Blue Eyes,No Hair,Heterosexual Characters,Living Characters,2,31413,1986,1,0,0,0,1,0,0
7717,Katherine Farrell ,Earth-616),Good Characters,Violet Eyes,Red Hair,Heterosexual Characters,Living Characters,19,43618,2002,0,1,0,0,1,0,0
747839,Scope ,Criminal) ,Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,1,32994,1990,1,0,0,1,0,0,0
17415,Randau ,Earth-616),Bad Characters,Blue Eyes,No Hair,Heterosexual Characters,Living Characters,10,24959,1968,0,1,0,1,0,0,0
754509,Mary Simpson ,Earth-616),Neutral Characters,Green Eyes,Blond Hair,Heterosexual Characters,Living Characters,1,16497,1945,0,1,0,0,1,0,0
8857,Morlun ,Earth-616),Bad Characters,Red Eyes,Black Hair,Heterosexual Characters,Living Characters,32,43617,2001,0,0,1,1,0,0,0
259916,Patrick O'Toole ,Earth-616),Good Characters,Brown Eyes,White Hair,Heterosexual Characters,Deceased Characters,,15128,1941,1,0,0,1,0,0,0
30711,Duke O'Dowd ,Earth-616),,White Eyes,Red Hair,Heterosexual Characters,Living Characters,,34121,1993,1,0,0,1,0,0,0
725312,Toxin ,Luminals) ,Bad Characters,Brown Eyes,No Hair,Heterosexual Characters,Living Characters,,32264,1988,1,0,0,1,0,0,0
439866,Dennis Bukowski ,Earth-616),Neutral Characters,Brown Eyes,Red Hair,Heterosexual Characters,Living Characters,16,29281,1980,0,0,1,1,0,0,0
13216,Dillon Zarro ,Earth-616),Bad Characters,Hazel Eyes,Brown Hair,Heterosexual Characters,Living Characters,4,32478,1988,1,0,0,1,0,0,0
718722,Jerry Malcom ,Earth-616),Neutral Characters,Violet Eyes,Black Hair,Heterosexual Characters,Living Characters,1,17807,1948,0,1,0,1,0,0,0
512089,Todyquiel ,Earth-616),Good Characters,Blue Eyes,Blond Hair,Heterosexual Characters,Living Characters,1,32264,1988,1,0,0,1,0,0,0
11046,Elton Morrow ,Earth-616),Good Characters,Blue Eyes,No Hair,Heterosexual Characters,Living Characters,20,15067,1941,1,0,0,1,0,0,0
707801,Jyota Nital ,Earth-616),Good Characters,Yellow Eyeballs,Variable Hair,Heterosexual Characters,Living Characters,7,27273,1974,0,0,1,0,1,0,0
9046,Cyttorak ,Earth-616),Bad Characters,Variable Eyes,Variable Hair,Heterosexual Characters,Living Characters,18,33817,1992,1,0,0,1,0,0,0
16582,Baron Karza ,Earth-616),Bad Characters,Red Eyes,,Heterosexual Characters,Living Characters,47,28856,1979,0,0,1,1,0,0,0
736440,Seth Horne ,Earth-616),Neutral Characters,Blue Eyes,Bald,Heterosexual Characters,Deceased Characters,1,32264,1988,0,0,1,1,0,0,0
443174,Anton Pierce ,Earth-616),Bad Characters,Black Eyes,Green Hair,Heterosexual Characters,Living Characters,,32264,1988,0,1,0,1,0,0,0
86191,Oliver Cutlass ,Earth-616),Good Characters,Yellow Eyeballs,Blond Hair,Heterosexual Characters,Living Characters,2,30864,1984,0,1,0,1,0,0,0
608697,Gloria Garsen ,Earth-616),Good Characters,Silver Eyes,Blond Hair,Heterosexual Characters,Living Characters,4,32478,1988,0,1,0,0,1,0,0
560175,Howard Shigeta ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,9,26420,1972,0,1,0,1,0,0,0
15508,Carl Burgess ,Earth-616),Good Characters,Yellow Eyeballs,Brown Hair,Heterosexual Characters,Living Characters,8,14763,1940,1,0,0,1,0,0,0
466876,Christina Natchios ,Earth-616),Neutral Characters,Blue Eyes,Variable Hair,Heterosexual Characters,Living Characters,2,31625,1986,0,1,0,0,1,0,0
29905,Ozone ,Earth-616),Good Characters,Yellow Eyeballs,No Hair,Heterosexual Characters,Living Characters,1,43710,2002,1,0,0,1,0,0,0
44750,Tupac Amaru ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,2,34335,1994,1,0,0,1,0,0,0
440834,Cameron McGill ,Earth-616),Good Characters,Brown Eyes,Grey Hair,Heterosexual Characters,Living Characters,3,43808,2009,0,1,0,1,0,0,0
530073,Maxov ,Earth-616),Bad Characters,Green Eyes,Red Hair,Heterosexual Characters,Living Characters,,34578,1994,1,0,0,1,0,0,0
749847,Ruthenium ,Element) ,Bad Characters,Brown Eyes,No Hair,Heterosexual Characters,Living Characters,1,43710,2002,1,0,0,1,0,0,0
1680,Remy LeBeau ,Earth-616),Good Characters,Black Eyeballs,Brown Hair,Heterosexual Characters,Living Characters,636,33055,1990,1,0,0,1,0,0,0
6562,Peter Parker ,Spidercide) ,Bad Characters,Hazel Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,35,34759,1995,1,0,0,1,0,0,0
246767,Polowski ,Earth-616),Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,3,30407,1983,1,0,0,1,0,0,0
12420,Beelzeboul ,Earth-616),Bad Characters,Yellow Eyes,Black Hair,Heterosexual Characters,Living Characters,4,33786,1992,1,0,0,1,0,0,0
728607,Lupe ,Werewolf) ,Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Deceased Characters,4,33786,1992,1,0,0,0,1,0,0
748149,Killobyte ,Joey) ,Bad Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,2,34394,1994,1,0,0,1,0,0,0
715195,Ferid Ekmecic ,Earth-616),Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Deceased Characters,1,43596,2011,0,0,1,1,0,0,0
247963,Raymond Jones ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,2,27851,1976,0,0,1,1,0,0,0
282468,Robert Foster ,Earth-616),Good Characters,Blue Eyes,Red Hair,Heterosexual Characters,,5,14611,1940,0,1,0,1,0,0,0
535638,Blackie Malkin ,Earth-616),Bad Characters,Yellow Eyeballs,Black Hair,Heterosexual Characters,Deceased Characters,1,17746,1948,0,0,1,0,1,0,0
260479,Comanche ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,11,26451,1972,1,0,0,1,0,0,0
